_id,lat,lng,price,bed,bath,sf,quad
27208514,32.855587,-96.799261,1083615,3,3,3031,2.0133E+22
27209341,32.864099,-96.796706,1083634,3,2,2043,2.0133E+22
26740481,32.808935,-96.717764,1083713,4,4.5,5541,2.0133E+22
26754643,32.871743,-96.797933,1083804,4,2.5,2681,2.0133E+22
27210729,32.837366,-96.788134,1083852,4,3,2693,2.0133E+22
26706434,32.830188,-96.74778,1083898,5,3,4427,2.0133E+22
27201912,32.828186,-96.814885,1083936,3,2.5,2563,2.0133E+22
27207111,32.848131,-96.774559,1083966,4,3.5,3050,2.0133E+22
26728674,32.765118,-96.8253,1084119,4,6.5,4233,2.0133E+22
27212093,32.838305,-96.806739,1084134,4,3,2492,2.0133E+22
27202438,32.834577,-96.812021,1084142,3,2,2025,2.0133E+22
27089161,32.858497,-96.967406,1084155,4,6,5693,2.0133E+22
29262140,32.66028,-97.435358,1084179,4,3,5928,2.0133E+22
29278844,32.890408,-97.13839,1084183,4,7,5713,2.0133E+22
26706940,32.830506,-96.74542,1084201,4,3.5,3916,2.0133E+22
26698961,32.830404,-96.82127,1084213,3,3,4800,2.0133E+22
26849284,32.915778,-96.790742,1084299,3,2.5,2836,2.0133E+22
27207030,32.844938,-96.807006,1084314,4,4,3870,2.0133E+22
26751400,32.856288,-96.776265,1084407,4,3,2966,2.0133E+22
26702385,32.820828,-96.735064,1084430,3,2,3872,2.0133E+22
26851564,32.908883,-96.783015,1084479,3,3.5,2836,2.0133E+22
26760570,32.85918,-96.813951,1084500,3,3,2620,2.0133E+22
26756204,32.89123,-96.788389,1084554,3,2,2477,2.0133E+22
27209686,32.85271,-96.793057,1084561,3,2,2720,2.0133E+22
26902507,32.867914,-96.840525,1084678,4,4,4529,2.0133E+22
26732957,32.844648,-96.819823,1084776,4,4.5,4368,2.0133E+22
26754791,32.873747,-96.788511,1084800,4,4,4980,2.0133E+22
26911075,32.92109,-96.788139,1084914,3,4,4639,2.0133E+22
27203436,32.855207,-96.805888,1084956,4,3.5,3010,2.0133E+22
26756228,32.891227,-96.790534,1084982,4,4,4404,2.0133E+22
27206808,32.849589,-96.785847,1084984,4,3.5,2979,2.0133E+22
26707005,32.829723,-96.742842,1085008,4,4,4841,2.0133E+22
26752100,32.86258,-96.782636,1085071,4,3.5,3144,2.0133E+22
26701059,32.817207,-96.734784,1085137,2,1,1170,2.0133E+22
26881404,32.919916,-96.826001,1085146,4,3,4607,2.0133E+22
27206394,32.839328,-96.808737,1085189,4,2,3182,2.0133E+22
